;;;;;;;;;Touches;Touches;Touches;Touches;Touches;Touches;Touches;Dribbles;Dribbles;Dribbles;Dribbles;Dribbles;Carries;Carries;Carries;Receiving;Receiving;Receiving;;;
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Succ;Att;Succ%;#Pl;Megs;Carries;TotDist;PrgDist;Targ;Rec;Rec%;Miscon;Dispos;Matches
2119;Maxence Rivera\Maxence-Rivera;fr FRA;MF;Saint-Étienne;fr Ligue 1;17;2002;0.3;15;0;1;7;9;2;14;2;3;66.7;3;0;12;66;25;12;10;83.3;1;3;Matches
2120;Rober\Rober;es ESP;DF;Levante;es La Liga;24;1995;2.1;101;16;60;43;1;0;99;2;2;100.0;2;0;64;438;245;72;71;98.6;0;0;Matches
2121;Roberto\Roberto;es ESP;GK;West Ham;eng Premier League;33;1986;7.6;265;235;263;3;0;0;188;0;0;;0;0;106;589;369;85;84;98.8;0;0;Matches
2122;Roberto\Roberto;es ESP;GK;Alavés;es La Liga;33;1986;8.8;269;240;267;1;1;1;161;0;0;;0;0;87;449;275;76;76;100.0;0;0;Matches
2123;Sergi Roberto\Sergi-Roberto;es ESP;DFMF;Barcelona;es La Liga;27;1992;26.0;2359;69;467;1319;751;62;2232;14;25;56.0;16;1;1743;8868;5414;1997;1865;93.4;26;24;Matches
2124;Patrick Roberts\Patrick-Roberts;eng ENG;MFFW;Norwich City;eng Premier League;22;1997;0.3;13;0;2;9;3;0;12;3;3;100.0;3;0;14;110;76;12;11;91.7;0;0;Matches
2125;Andrew Robertson\Andrew-Robertson;sco SCO;DF;Liverpool;eng Premier League;25;1994;34.6;3265;100;684;1619;1217;95;2879;24;48;50.0;30;0;2164;11406;7060;2438;2276;93.4;39;20;Matches
2126;Callum Robinson\Callum-Robinson;ie IRL;FW;Sheffield Utd;eng Premier League;24;1995;7.5;230;0;24;96;124;30;221;7;15;46.7;9;0;176;1046;520;366;165;45.1;14;17;Matches
2127;Jack Robinson\Jack-Robinson;eng ENG;DF;Sheffield Utd;eng Premier League;25;1993;5.6;332;32;140;175;35;0;307;2;2;100.0;2;0;186;941;500;184;179;97.3;5;2;Matches
2128;Joel Robles\Joel-Robles;es ESP;GK;Betis;es La Liga;29;1990;32.1;1232;1053;1222;15;0;0;891;0;0;;0;0;631;2489;1270;579;579;100.0;0;0;Matches
2129;Marc Roca\Marc-Roca;es ESP;MF;Espanyol;es La Liga;22;1996;33.4;2036;85;464;1394;297;18;1960;16;25;64.0;17;0;1286;6774;3543;1416;1308;92.4;28;20;Matches
2130;Rubén Rochina\Ruben-Rochina;es ESP;MF;Levante;es La Liga;28;1991;20.8;1282;37;258;695;403;26;1189;42;65;64.6;46;1;893;4700;2393;1023;889;86.9;36;50;Matches
2131;Sebastian Rode\Sebastian-Rode;de GER;MF;Eint Frankfurt;de Bundesliga;28;1990;21.5;1415;49;335;899;283;21;1363;15;21;71.4;15;0;888;5454;2918;1038;917;88.3;13;13;Matches
2132;Rodri\Rodri;es ESP;MF;Manchester City;eng Premier League;23;1996;27.6;2777;89;567;1900;489;29;2754;25;31;80.6;26;0;2069;9560;5205;2266;2191;96.7;10;21;Matches
2133;Rodrigo\Rodrigo;es ESP;FW;Valencia;es La Liga;28;1991;20.9;847;17;80;446;378;89;832;17;41;41.5;22;0;595;4214;2054;1047;699;66.8;52;23;Matches
2134;Kévin Rodrigues\Kevin-Rodrigues;pt POR;DFMF;Leganés;es La Liga;25;1994;21.5;1079;45;249;455;432;34;930;37;52;71.2;40;6;631;3148;1613;716;566;79.1;37;39;Matches
2135;Kévin Rodrigues\Kevin-Rodrigues;pt POR;DF;Real Sociedad;es La Liga;25;1994;0.1;9;0;3;6;3;1;9;0;0;;0;0;6;17;11;8;7;87.5;1;0;Matches
2136;Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz;es ESP;MFFW;Leganés;es La Liga;21;1998;21.3;1105;16;127;587;489;65;986;42;86;48.8;48;2;763;5465;3173;892;703;78.8;42;31;Matches
2137;Ángel Rodríguez\Angel-Rodriguez;es ESP;FW;Getafe;es La Liga;32;1987;15.6;555;6;28;232;328;91;547;15;26;57.7;16;0;384;2469;1155;862;415;48.1;65;40;Matches
2138;Dani Rodríguez\Dani-Rodriguez;es ESP;MFFW;Mallorca;es La Liga;31;1988;33.8;1591;58;292;909;526;66;1522;54;81;66.7;56;5;1145;8191;4374;1289;1066;82.7;53;77;Matches
2139;Guido Rodríguez\Guido-Rodriguez;ar ARG;MF;Betis;es La Liga;25;1994;10.4;626;32;169;399;79;8;608;12;15;80.0;12;1;413;1638;636;429;416;97.0;8;5;Matches
2140;James Rodríguez\James-Rodriguez;co COL;MF;Real Madrid;es La Liga;28;1991;4.7;351;1;34;188;145;10;320;0;1;0.0;0;0;229;1174;464;295;267;90.5;6;3;Matches
2141;Jay Rodriguez\Jay-Rodriguez;eng ENG;FW;Burnley;eng Premier League;30;1989;22.4;805;19;74;359;408;92;790;19;42;45.2;22;1;458;2696;1184;1093;561;51.3;64;41;Matches
2142;Mario Rodriguez\Mario-Rodriguez;es ESP;FW;Granada;es La Liga;22;1997;0.0;3;0;1;2;1;0;3;0;0;;0;0;2;16;10;4;3;75.0;0;0;Matches
2143;Ricardo Rodríguez\Ricardo-Rodriguez;ch SUI;DF;Milan;it Serie A;26;1992;4.3;324;15;104;176;61;0;287;0;2;0.0;0;0;208;1013;554;219;213;97.3;1;4;Matches
2144;Rodrygo\Rodrygo;br BRA;FW;Real Madrid;es La Liga;18;2001;11.3;648;4;56;298;351;65;639;24;48;50.0;26;2;545;3573;2410;687;541;78.7;31;20;Matches
2145;Jack Rodwell\Jack-Rodwell;eng ENG;MF;Sheffield Utd;eng Premier League;28;1991;0.2;3;1;3;0;0;0;3;0;0;;0;0;1;7;7;1;1;100.0;0;0;Matches
2146;Marko Rog\Marko-Rog;hr CRO;MF;Cagliari;it Serie A;24;1995;25.7;1488;43;355;887;405;32;1426;59;78;75.6;62;0;1121;7322;4541;1068;968;90.6;28;50;Matches
2147;Agustín Rogel\Agustin-Rogel;uy URU;DF;Toulouse;fr Ligue 1;21;1997;9.5;428;65;265;187;12;8;416;1;1;100.0;1;0;261;1475;783;285;273;95.8;2;2;Matches
2148;Rogério\Rogerio;br BRA;DF;Sassuolo;it Serie A;21;1998;11.3;836;38;232;421;246;19;734;15;20;75.0;16;2;560;3639;2038;610;566;92.8;5;11;Matches
2149;Marcos Rojo\Marcos-Rojo;ar ARG;DF;Manchester Utd;eng Premier League;29;1990;1.4;70;9;24;35;12;3;60;0;1;0.0;0;0;39;201;87;41;40;97.6;1;0;Matches
2150;Filippo Romagna\Filippo-Romagna;it ITA;DF;Sassuolo;it Serie A;22;1997;16.4;1169;178;599;631;26;9;1143;2;2;100.0;2;0;816;4552;2595;866;860;99.3;2;0;Matches
2151;Alessio Romagnoli\Alessio-Romagnoli;it ITA;DF;Milan;it Serie A;24;1995;34.3;2284;311;1157;1194;75;19;2226;4;6;66.7;4;0;1455;7775;3765;1625;1598;98.3;3;2;Matches
2152;Alaixys Romao\Alaixys-Romao;tg TOG;MF;Reims;fr Ligue 1;35;1984;19.8;1204;63;385;769;143;15;1173;18;22;81.8;18;0;784;4552;2128;816;773;94.7;11;13;Matches
2153;Cristian Romero\Cristian-Romero;ar ARG;DF;Genoa;it Serie A;21;1998;28.6;1885;382;1157;731;109;29;1773;14;18;77.8;14;0;1202;7334;4177;1218;1187;97.5;6;14;Matches
2154;Luka Romero\Luka-Romero;ar ARG;MF;Mallorca;es La Liga;14;2004;0.1;2;0;0;2;0;0;2;0;0;;0;0;2;44;7;2;2;100.0;0;0;Matches
2155;Oriol Romeu\Oriol-Romeu;es ESP;MF;Southampton;eng Premier League;27;1991;20.7;1261;64;289;821;207;4;1242;13;16;81.3;13;0;735;3162;1626;768;728;94.8;9;8;Matches
2156;Rômulo\Romulo;it ITA;MF;Brescia;it Serie A;32;1987;19.1;722;24;171;322;301;42;694;29;45;64.4;30;0;541;4203;2328;639;488;76.4;25;28;Matches
2157;Rômulo\Romulo;it ITA;DF;Genoa;it Serie A;32;1987;0.2;11;1;3;6;3;0;10;1;2;50.0;1;0;5;65;36;7;7;100.0;0;0;Matches
2158;Cristiano Ronaldo\Cristiano-Ronaldo;pt POR;FW;Juventus;it Serie A;34;1985;32.4;1761;28;91;777;1071;242;1699;57;87;65.5;60;2;1344;9708;6225;1929;1504;78.0;69;50;Matches
2159;Facundo Roncaglia\Facundo-Roncaglia;ar ARG;DF;Osasuna;es La Liga;32;1987;14.2;732;76;316;400;68;4;639;15;18;83.3;16;1;372;2722;1255;312;296;94.9;4;3;Matches
2160;Valentin Rongier\Valentin-Rongier;fr FRA;MF;Marseille;fr Ligue 1;24;1994;19.9;1498;27;282;955;364;34;1477;24;32;75.0;25;0;1015;5796;2850;1168;1074;92.0;19;25;Matches
2161;Valentin Rongier\Valentin-Rongier;fr FRA;MF;Nantes;fr Ligue 1;24;1994;3.0;198;3;21;100;86;8;185;5;5;100.0;5;0;141;701;256;171;145;84.8;3;4;Matches
2162;Marten de Roon\Marten-de-Roon;nl NED;MF;Atalanta;it Serie A;28;1991;30.2;2300;81;518;1397;523;18;2241;12;19;63.2;12;1;1601;7816;3808;1709;1638;95.8;9;19;Matches
2163;Roberto Rosales\Roberto-Rosales;ve VEN;DF;Leganés;es La Liga;30;1988;20.8;1114;58;275;476;400;20;888;11;18;61.1;12;0;553;2547;1263;639;543;85.0;15;17;Matches
2164;Antonio Rosati\Antonio-Rosati;it ITA;GK;Torino;it Serie A;36;1983;1.0;39;39;39;0;0;0;23;0;0;;0;0;16;84;34;14;13;92.9;0;0;Matches
2165;Danny Rose\Danny-Rose;eng ENG;DF;Tottenham;eng Premier League;29;1990;9.9;682;47;196;341;194;13;594;11;22;50.0;14;1;443;2479;1430;428;415;97.0;5;7;Matches
2166;Danny Rose\Danny-Rose;eng ENG;DF;Newcastle Utd;eng Premier League;29;1990;9.6;505;25;182;274;81;4;449;3;6;50.0;3;0;293;1366;743;312;290;92.9;2;4;Matches
2167;Luca Rossettini\Luca-Rossettini;it ITA;DF;Lecce;it Serie A;34;1985;25.1;1287;312;870;469;22;6;1240;1;1;100.0;1;0;693;3574;1813;811;803;99.0;2;2;Matches
2168;Francesco Rossi\Francesco-Rossi;it ITA;GK;Atalanta;it Serie A;28;1991;0.1;3;3;3;0;0;0;3;0;0;;0;0;1;1;0;2;2;100.0;0;0;Matches
2169;Jérôme Roussillon\Jerome-Roussillon;fr FRA;DF;Wolfsburg;de Bundesliga;26;1993;26.3;1416;85;419;671;432;47;1171;42;71;59.2;44;9;796;5580;3660;850;726;85.4;33;45;Matches
2170;Nolan Roux\Nolan-Roux;fr FRA;FW;Nîmes;fr Ligue 1;31;1988;6.5;212;5;17;89;112;32;197;5;11;45.5;6;0;113;580;282;258;138;53.5;14;9;Matches
2171;Nicolò Rovella\Nicolo-Rovella;it ITA;MF;Genoa;it Serie A;17;2001;1.2;76;0;15;60;9;1;75;0;0;;0;0;58;291;104;58;52;89.7;0;1;Matches
2172;Amir Rrahmani\Amir-Rrahmani;xk KVX;DF;Hellas Verona;it Serie A;25;1994;35.9;1941;266;902;934;211;55;1862;12;23;52.2;14;0;1069;6463;3300;1167;1101;94.3;5;13;Matches
2173;Rubén\Ruben;es ESP;GK;Osasuna;es La Liga;35;1984;17.6;560;484;558;3;0;0;356;2;2;100.0;2;0;250;1618;957;199;197;99.0;0;0;Matches
2174;Waldo Rubio\Waldo-Rubio;es ESP;MFFW;Valladolid;es La Liga;23;1995;9.8;424;18;106;195;168;23;415;20;42;47.6;23;1;311;2603;1826;350;289;82.6;18;13;Matches
2175;Antonio Rüdiger\Antonio-Rudiger;de GER;DF;Chelsea;eng Premier League;26;1993;19.0;1642;194;811;905;67;14;1611;0;0;;0;0;1137;6642;3843;1201;1193;99.3;2;5;Matches
2176;Sebastian Rudy\Sebastian-Rudy;de GER;MF;Hoffenheim;de Bundesliga;29;1990;30.4;1808;65;446;1010;452;30;1671;16;25;64.0;18;1;1092;4954;2550;1278;1169;91.5;27;26;Matches
2177;Stéphane Ruffier\Stephane-Ruffier;fr FRA;GK;Saint-Étienne;fr Ligue 1;32;1986;22.0;663;592;662;1;0;0;439;0;0;;0;0;304;1260;701;256;256;100.0;0;0;Matches
2178;Dion Ruffo Luci\Dion-Ruffo-Luci;it ITA;MF;Bologna;it Serie A;18;2001;0.0;1;0;0;1;0;0;1;0;0;;0;0;1;3;3;1;1;100.0;0;1;Matches
2179;Daniele Rugani\Daniele-Rugani;it ITA;DF;Juventus;it Serie A;25;1994;7.7;515;56;229;292;14;6;506;0;0;;0;0;301;1484;807;362;355;98.1;1;1;Matches
2180;Mário Rui\Mario-Rui;pt POR;DF;Napoli;it Serie A;28;1991;21.8;2219;72;542;1116;700;31;1988;26;38;68.4;28;3;1574;7439;4866;1675;1613;96.3;13;14;Matches
2181;Aitor Ruibal\Aitor-Ruibal;es ESP;DFFW;Leganés;es La Liga;23;1996;13.6;588;12;107;280;249;36;559;33;57;57.9;37;5;433;2645;1811;501;377;75.2;22;32;Matches
2182;Fabián Ruiz Peña\Fabian-Ruiz-Pena;es ESP;MF;Napoli;it Serie A;23;1996;29.8;2649;65;435;1597;793;54;2587;30;43;69.8;31;8;2052;10215;5697;2322;2174;93.6;33;34;Matches
2183;Gerónimo Rulli\Geronimo-Rulli;ar ARG;GK;Montpellier;fr Ligue 1;27;1992;25.0;951;810;945;7;1;0;677;0;0;;0;0;471;2156;1312;380;379;99.7;0;0;Matches
2184;Lukas Rupp\Lukas-Rupp;de GER;MFFW;Hoffenheim;de Bundesliga;28;1991;3.8;222;8;43;133;64;13;220;4;12;33.3;5;0;151;815;452;205;158;77.1;8;12;Matches
2185;Lukas Rupp\Lukas-Rupp;de GER;FWMF;Norwich City;eng Premier League;28;1991;7.7;342;19;95;176;91;15;335;9;15;60.0;9;0;231;1128;408;281;216;76.9;13;13;Matches
2186;Mathew Ryan\Mathew-Ryan;au AUS;GK;Brighton;eng Premier League;27;1992;38.0;1547;1301;1542;6;1;1;1221;0;0;;0;0;896;3952;1858;845;841;99.5;1;0;Matches
2187;Julian Ryerson\Julian-Ryerson;no NOR;DF;Union Berlin;de Bundesliga;21;1997;4.1;227;19;75;100;65;5;184;6;9;66.7;6;0;124;766;322;131;113;86.3;5;7;Matches
2188;Frederik Rønnow\Frederik-Ronnow;dk DEN;GK;Eint Frankfurt;de Bundesliga;26;1992;9.0;373;321;370;3;0;0;294;0;0;;0;0;213;893;576;187;187;100.0;0;0;Matches
2189;João Victor Santos Sá\Joao-Victor-Santos-Sa;br BRA;MFFW;Wolfsburg;de Bundesliga;25;1994;18.1;691;7;94;316;335;68;681;35;53;66.0;40;2;456;3087;1860;739;432;58.5;46;35;Matches
2190;Roli Pereira de Sa\Roli-Pereira-de-Sa;fr FRA;MF;Nantes;fr Ligue 1;22;1996;0.1;13;0;2;8;5;0;12;0;0;;0;0;12;72;39;11;11;100.0;0;0;Matches
2191;Youssouf Sabaly\Youssouf-Sabaly;sn SEN;DF;Bordeaux;fr Ligue 1;26;1993;10.1;724;36;178;417;174;17;633;12;20;60.0;14;0;458;2464;1371;480;427;89.0;8;17;Matches
2192;Stefano Sabelli\Stefano-Sabelli;it ITA;DF;Brescia;it Serie A;26;1993;35.2;2417;158;899;1102;595;24;1990;27;49;55.1;29;2;1343;8965;5883;1381;1277;92.5;28;26;Matches
2193;Abdelhamid Sabiri\Abdelhamid-Sabiri;de GER;MF;Paderborn 07;de Bundesliga;22;1996;11.6;621;36;150;369;138;17;598;33;54;61.1;35;2;441;2243;1040;492;423;86.0;20;24;Matches
2194;Marcel Sabitzer\Marcel-Sabitzer;at AUT;MFFW;RB Leipzig;de Bundesliga;25;1994;27.8;1825;37;272;968;697;78;1698;25;39;64.1;26;3;1194;5918;3170;1505;1293;85.9;35;37;Matches
2195;Ihsan Sacko\Ihsan-Sacko;fr FRA;FW;Nice;fr Ligue 1;22;1997;1.6;62;0;9;28;32;8;61;2;7;28.6;2;0;57;453;275;72;53;73.6;5;4;Matches
2196;Alexis Saelemaekers\Alexis-Saelemaekers;be BEL;FWMF;Milan;it Serie A;20;1999;7.6;420;5;52;188;201;26;392;5;10;50.0;5;0;264;1519;925;334;279;83.5;12;11;Matches
2197;Jorge Sáenz\Jorge-Saenz;es ESP;DFFW;Celta Vigo;es La Liga;22;1996;4.1;207;26;125;87;4;0;205;0;0;;0;0;110;557;260;133;131;98.5;1;1;Matches
2198;Nuri ?ahin\Nuri-Sahin;tr TUR;MF;Werder Bremen;de Bundesliga;30;1988;13.9;926;61;254;539;195;4;813;11;16;68.8;11;0;530;2446;1359;552;518;93.8;3;9;Matches
2199;Wesley Saïd\Wesley-Said;fr FRA;MFFW;Toulouse;fr Ligue 1;24;1995;12.9;533;15;90;285;202;39;516;31;43;72.1;32;0;396;3125;1923;513;382;74.5;22;21;Matches
2200;Allan Saint-Maximin\Allan-Saint-Maximin;fr FRA;MFFW;Newcastle Utd;eng Premier League;22;1997;20.7;794;9;136;333;432;80;786;102;150;68.0;106;3;768;7821;5394;773;583;75.4;53;61;Matches
2201;Théo Sainte-Luce\Theo-Sainte-Luce;fr FRA;DFFW;Nîmes;fr Ligue 1;20;1998;0.2;4;0;1;3;0;0;4;0;0;;0;0;4;30;22;4;3;75.0;0;1;Matches
2202;Borja Sainz\Borja-Sainz;es ESP;MFFW;Alavés;es La Liga;18;2001;6.4;239;4;53;106;107;26;238;11;27;40.7;13;1;176;1445;903;229;133;58.1;24;19;Matches
2203;Romain Saïss\Romain-Saiss;ma MAR;DF;Wolves;eng Premier League;29;1990;30.1;1931;175;926;1008;88;26;1891;7;9;77.8;8;1;1058;4699;2510;1201;1165;97.0;6;8;Matches
2204;Bukayo Saka\Bukayo-Saka;eng ENG;DFFW;Arsenal;eng Premier League;17;2001;19.5;1069;40;271;470;405;61;948;31;48;64.6;31;2;726;4770;3010;835;696;83.4;32;37;Matches
2205;Hiroki Sakai\Hiroki-Sakai;jp JPN;DF;Marseille;fr Ligue 1;29;1990;18.0;1328;40;346;711;333;22;1134;12;26;46.2;13;1;789;3741;2302;861;785;91.2;15;15;Matches
2206;Mamadou Sakho\Mamadou-Sakho;fr FRA;DF;Crystal Palace;eng Premier League;29;1990;10.3;608;93;354;283;11;3;591;5;6;83.3;5;0;368;1731;868;388;378;97.4;3;2;Matches
2207;Jacopo Sala\Jacopo-Sala;it ITA;DF;SPAL;it Serie A;27;1991;9.5;576;33;163;265;182;12;504;9;17;52.9;10;3;352;1813;966;379;333;87.9;8;7;Matches
2208;Mohamed Salah\Mohamed-Salah;eg EGY;FW;Liverpool;eng Premier League;27;1992;32.0;1405;5;57;408;1018;317;1349;66;99;66.7;70;3;1069;6404;3898;1815;1109;61.1;85;79;Matches
2209;Bartosz Salamon\Bartosz-Salamon;pl POL;DF;SPAL;it Serie A;28;1991;3.8;180;36;103;89;5;2;176;0;0;;0;0;111;747;485;119;118;99.2;2;0;Matches
2210;Eddy Salcedo\Eddy-Salcedo;it ITA;FWMF;Hellas Verona;it Serie A;17;2001;7.6;326;4;20;137;196;44;317;10;17;58.8;10;0;236;1370;683;416;265;63.7;28;24;Matches
2211;William Saliba\William-Saliba;fr FRA;DF;Saint-Étienne;fr Ligue 1;18;2001;11.0;661;85;346;327;30;4;633;10;14;71.4;11;0;417;2944;1649;397;389;98.0;4;7;Matches
2212;Yannis Salibur\Yannis-Salibur;fr FRA;MFFW;Mallorca;es La Liga;28;1991;0.9;53;1;6;26;27;7;52;2;3;66.7;2;0;41;323;202;52;44;84.6;0;3;Matches
2213;Romain Salin\Romain-Salin;fr FRA;GK;Rennes;fr Ligue 1;35;1984;4.0;142;127;142;0;0;0;89;0;0;;0;0;47;316;135;42;40;95.2;0;0;Matches
2214;Mohammed Salisu\Mohammed-Salisu;gh GHA;DF;Valladolid;es La Liga;20;1999;30.3;1419;249;844;634;20;12;1387;5;6;83.3;5;0;757;5169;1653;770;749;97.3;5;4;Matches
2215;Roland Sallai\Roland-Sallai;hu HUN;MFFW;Freiburg;de Bundesliga;22;1997;12.9;540;10;73;244;265;49;534;28;48;58.3;29;1;397;3176;1677;546;396;72.5;28;32;Matches
2216;Lazar Samardzic\Lazar-Samardzic;de GER;MF;Hertha BSC;de Bundesliga;17;2002;0.4;14;1;5;6;4;0;14;2;3;66.7;2;0;9;61;43;11;8;72.7;1;0;Matches
2217;Diadie Samassékou\Diadie-Samassekou;ml MLI;MF;Hoffenheim;de Bundesliga;23;1996;14.6;758;44;232;432;129;10;751;14;18;77.8;14;0;453;1986;912;491;447;91.0;12;12;Matches
2218;Mbwana Samatta\Mbwana-Samatta;tz TAN;FW;Aston Villa;eng Premier League;26;1992;10.5;277;6;15;124;148;29;269;9;15;60.0;9;0;161;916;269;430;203;47.2;26;11;Matches
2219;Mama Samba Baldé\Mama-Samba-Balde;gw GNB;FWMF;Dijon;fr Ligue 1;23;1995;18.6;662;21;105;301;305;86;652;32;61;52.5;38;1;454;3226;1926;693;433;62.5;60;43;Matches
2220;Junior Sambia\Junior-Sambia;fr FRA;DFMF;Montpellier;fr Ligue 1;22;1996;6.5;344;17;83;164;126;9;299;8;16;50.0;8;0;218;1461;967;245;204;83.3;10;12;Matches
2221;Frédéric Sammaritano\Frederic-Sammaritano;fr FRA;MFFW;Dijon;fr Ligue 1;33;1986;5.8;334;0;35;167;151;8;287;5;10;50.0;6;0;236;1487;767;259;220;84.9;8;15;Matches
2222;Fede San Emeterio\Fede-San-Emeterio;es ESP;MF;Valladolid;es La Liga;22;1997;19.5;810;38;245;505;87;6;803;2;3;66.7;2;0;458;1520;532;531;485;91.3;5;5;Matches
2223;Mikel San José\Mikel-San-Jose;es ESP;MF;Athletic Club;es La Liga;30;1989;4.0;176;14;62;89;30;5;175;0;4;0.0;0;0;74;286;120;122;98;80.3;6;0;Matches
2224;Antonio Sanabria\Antonio-Sanabria;py PAR;FW;Genoa;it Serie A;23;1996;15.4;563;14;55;314;232;68;547;25;34;73.5;26;1;398;3030;1216;698;427;61.2;32;30;Matches
2225;Oihan Sancet\Oihan-Sancet;es ESP;MF;Athletic Club;es La Liga;19;2000;8.2;313;4;36;163;136;20;307;17;28;60.7;17;0;239;1365;607;309;233;75.4;25;21;Matches
2226;Renato Sanches\Renato-Sanches;pt POR;MF;Bayern Munich;de Bundesliga;21;1997;0.1;10;0;1;4;5;1;10;0;0;;0;0;9;48;26;9;9;100.0;1;0;Matches
2227;Renato Sanches\Renato-Sanches;pt POR;MFFW;Lille;fr Ligue 1;21;1997;16.5;1230;19;154;757;406;30;1133;48;73;65.8;50;3;905;5476;3608;969;866;89.4;37;34;Matches
2228;Alexis Sánchez\Alexis-Sanchez;cl CHI;FW;Inter;it Serie A;30;1988;10.3;542;2;29;234;312;64;498;27;36;75.0;29;1;411;2365;870;571;408;71.5;25;26;Matches
2229;Carlos Sánchez\Carlos-Sanchez;co COL;MFDF;West Ham;eng Premier League;33;1986;1.3;66;3;11;49;8;0;66;1;1;100.0;1;0;30;99;29;37;33;89.2;0;1;Matches
2230;Davinson Sánchez\Davinson-Sanchez;co COL;DF;Tottenham;eng Premier League;23;1996;27.0;1791;283;985;849;47;17;1754;8;11;72.7;8;0;1178;5693;2571;1210;1199;99.1;6;5;Matches
2231;Germán Sánchez\German-Sanchez;es ESP;DF;Granada;es La Liga;32;1986;25.5;1137;188;711;458;28;19;1093;0;0;;0;0;567;2955;1385;639;619;96.9;0;2;Matches
2232;Javi Sánchez\Javi-Sanchez;es ESP;DF;Valladolid;es La Liga;22;1997;5.5;251;48;154;99;6;4;239;1;1;100.0;1;0;134;906;397;150;144;96.0;1;0;Matches
2233;Manuel Sánchez\Manuel-Sanchez;es ESP;DF;Atlético Madrid;es La Liga;18;2000;3.6;205;4;52;107;55;4;176;4;11;36.4;4;0;123;859;477;123;109;88.6;2;2;Matches
2234;Víctor Sánchez\Victor-Sanchez;es ESP;MFDF;Espanyol;es La Liga;31;1987;18.8;1165;47;253;699;264;13;1089;12;16;75.0;13;1;678;3659;1467;768;704;91.7;21;21;Matches
2235;Jadon Sancho\Jadon-Sancho;eng ENG;FWMF;Dortmund;de Bundesliga;19;2000;25.4;1924;8;158;872;1051;144;1829;93;164;56.7;100;9;1612;10178;5877;1946;1620;83.2;61;51;Matches
2236;Alex Sandro\Alex-Sandro;br BRA;DF;Juventus;it Serie A;28;1991;26.5;2244;97;573;1192;662;31;2021;30;46;65.2;32;1;1552;8958;5297;1626;1553;95.5;19;25;Matches
2237;Leroy Sané\Leroy-Sane;de GER;FW;Manchester City;eng Premier League;23;1996;0.1;9;0;0;3;7;1;8;0;0;;0;0;7;54;23;9;8;88.9;0;0;Matches
2238;Salif Sané\Salif-Sane;sn SEN;DF;Schalke 04;de Bundesliga;28;1990;12.5;840;73;437;426;38;17;804;12;14;85.7;12;1;511;2938;1543;541;513;94.8;8;6;Matches
2239;Luca Sangalli\Luca-Sangalli;es ESP;MF;Real Sociedad;es La Liga;24;1995;4.1;225;3;27;139;76;10;218;6;8;75.0;6;0;173;1103;590;203;173;85.2;7;9;Matches
2240;Ibrahim Sangaré\Ibrahim-Sangare;ci CIV;MF;Toulouse;fr Ligue 1;21;1997;24.2;1616;100;455;989;275;29;1577;37;52;71.2;38;1;1091;6260;3292;1094;1022;93.4;26;31;Matches
2241;Oier Sanjurjo\Oier-Sanjurjo;es ESP;MF;Osasuna;es La Liga;33;1986;25.8;1280;63;288;821;217;31;1267;7;11;63.6;7;0;609;2937;1507;660;593;89.8;9;20;Matches
2242;Yaya Sanogo\Yaya-Sanogo;fr FRA;FW;Toulouse;fr Ligue 1;26;1993;10.1;301;14;30;142;142;48;290;4;7;57.1;4;0;159;627;325;470;211;44.9;26;14;Matches
2243;Morgan Sanson\Morgan-Sanson;fr FRA;MF;Marseille;fr Ligue 1;24;1994;24.1;1255;16;170;725;477;68;1232;48;78;61.5;51;2;962;7133;3802;1164;893;76.7;58;59;Matches
2244;Nicola Sansone\Nicola-Sansone;it ITA;FWMF;Bologna;it Serie A;27;1991;25.2;1352;12;154;590;711;99;1248;46;89;51.7;52;3;1047;7041;4239;1231;978;79.4;39;65;Matches
2245;Baptiste Santamaria\Baptiste-Santamaria;fr FRA;MF;Angers;fr Ligue 1;24;1995;27.8;1674;65;448;1070;256;28;1657;39;55;70.9;42;1;1073;5777;3122;1076;1015;94.3;22;18;Matches
2246;Federico Santander\Federico-Santander;py PAR;FW;Bologna;it Serie A;28;1991;8.6;391;14;27;182;193;51;377;11;14;78.6;11;0;221;1157;368;465;291;62.6;33;15;Matches
2247;Davide Santon\Davide-Santon;it ITA;DF;Roma;it Serie A;28;1991;6.9;474;20;136;275;111;5;414;13;16;81.3;13;0;341;2602;1414;326;309;94.8;6;8;Matches
2248;Samir Santos\Samir-Santos;br BRA;DF;Udinese;it Serie A;24;1994;17.2;935;108;451;459;75;11;892;4;6;66.7;4;0;591;2929;1889;607;581;95.7;5;2;Matches
2249;Riccardo Saponara\Riccardo-Saponara;it ITA;MFFW;Genoa;it Serie A;27;1991;1.9;105;5;21;51;42;9;103;4;7;57.1;4;1;88;483;327;91;77;84.6;3;3;Matches
2250;Riccardo Saponara\Riccardo-Saponara;it ITA;MFFW;Lecce;it Serie A;27;1991;10.5;634;12;98;315;281;57;603;20;29;69.0;22;1;503;3679;2336;590;505;85.6;24;19;Matches
2251;Ivan Šaponji?\Ivan-Saponjic;rs SRB;FWDF;Atlético Madrid;es La Liga;21;1997;0.1;3;0;0;0;3;1;2;0;0;;0;0;0;0;0;6;2;33.3;0;0;Matches
